2018,14450,-1,5256,0,1.0
2016,10430,-1,18505,0,1.2
2017,11820,1,8319,0,1.2
2017,9698,-1,11728,0,1.0
2019,12995,-1,5752,0,1.0
2014,5995,-1,60125,0,1.0
2017,8600,-1,57909,0,1.2
2018,13580,-1,5241,0,1.0
2019,12995,-1,8275,0,1.0
2019,12995,-1,8508,0,1.0
2019,12995,-1,11756,0,1.0
2019,14295,-1,14533,0,1.0
2013,7298,-1,48494,0,1.2
2017,10298,-1,12278,0,1.0
2017,11490,-1,14629,0,1.2
2018,12998,-1,12969,0,1.0
2016,8998,-1,23824,0,1.2
2018,11480,-1,12353,0,1.0
2016,8110,-1,27155,0,1.0
2018,9998,-1,15425,0,1.0
2017,7998,-1,42727,0,1.0
2015,7298,-1,56000,0,1.2
2017,9698,-1,32000,0,1.2
2017,8750,-1,19214,0,1.0
2016,10498,-1,19721,0,1.2
2017,10120,-1,9892,0,1.0
2013,6770,-1,39404,0,1.2
2017,9120,-1,40916,1,1.4
2017,11998,-1,12635,0,1.2
2017,9498,-1,27014,0,1.0
2018,11990,-1,11737,0,1.0
2017,10177,-1,17580,0,1.2
2017,10995,-1,18696,0,1.0
2018,11995,-1,17077,0,1.0
2016,8491,-1,38727,0,1.0
2017,10499,-1,15065,0,1.2
2019,13495,-1,8348,0,1.0
2017,10995,-1,20947,0,1.0
2015,8500,-1,44949,1,1.4
2016,10500,0,29235,0,1.2
2016,6299,-1,64229,0,1.0
2016,8650,-1,32800,0,1.0
2017,9995,-1,42383,0,1.2
2018,14995,-1,6349,0,1.0
2016,10995,-1,20125,0,1.2
2017,9995,-1,40020,0,1.0
2016,9495,-1,32179,0,1.0
2016,10995,-1,36954,0,1.2
2017,10995,-1,26753,0,1.2
2016,8995,-1,24564,0,1.0
2015,8995,-1,39226,0,1.2
2015,7495,-1,43430,0,1.0
2015,8995,-1,24857,0,1.2
2016,9995,-1,37800,0,1.2
2016,9995,-1,34479,0,1.2
2017,9995,-1,27822,0,1.0
2017,10495,-1,13650,0,1.0
2016,8995,-1,23394,0,1.0
2017,8995,-1,28221,0,1.0
2017,10400,-1,32577,0,1.2
2020,13999,-1,5000,0,1.0
2017,8995,-1,18519,0,1.0
2017,9995,-1,22024,0,1.0
2017,10995,-1,15014,0,1.0
2020,13999,-1,5000,0,1.0
2020,13999,-1,5000,0,1.0
2020,13999,-1,5000,0,1.0
2020,14999,-1,5000,0,1.0
2017,9499,-1,31783,0,1.2
2018,13000,0,29638,0,1.0
2019,12999,-1,8610,0,1.0
2017,10499,-1,17500,0,1.2
2019,12999,-1,7604,0,1.0
2019,12999,-1,1640,0,1.0
2015,8000,-1,26884,0,1.0
2016,8299,-1,31500,0,1.0
2017,10599,-1,25080,0,1.2
2019,11999,-1,8200,0,1.0
2019,12999,-1,7241,0,1.0
2019,12999,-1,8804,0,1.0
2015,11099,-1,33500,0,1.8
2016,8299,-1,45648,0,1.0
2016,7999,-1,62160,0,1.2
2017,8999,-1,29930,0,1.0
2020,14499,-1,5000,0,1.0
2019,13999,-1,5000,0,1.0
2019,12299,-1,6240,0,1.0
2019,12999,-1,8115,0,1.0
2017,9999,-1,29364,0,1.2
2019,12999,-1,9570,0,1.0
2019,12999,-1,8441,0,1.0
2016,8999,-1,21510,0,1.0
2017,9360,-1,18062,0,1.0
2016,7958,-1,31665,0,1.2
2014,6892,-1,33733,0,1.0
2017,9990,-1,13042,0,1.0
2016,10490,-1,37000,0,1.2
2018,12190,-1,26951,0,1.0
2016,7995,-1,42589,0,1.0
2014,6995,-1,44250,0,1.2
2017,10495,-1,23432,0,1.2
2017,9495,-1,33019,0,1.2
2014,7495,-1,30990,0,1.4
2013,5995,-1,41000,0,1.2
2016,10995,0,15028,0,1.2
2017,9500,-1,33300,0,1.2
2017,11995,-1,30474,0,1.4
2020,18495,0,5129,0,1.0
2016,9495,-1,48511,0,1.2
2018,12995,-1,15096,0,1.0
2017,11495,-1,15438,0,1.0
2017,10995,-1,21243,0,1.2
2017,10995,-1,12915,0,1.2
